slug,title,date,Cost code, Invoiced Amount ,Invoice ,Year,link,blurb,
WS2016,The Awakening Portrait,,KeelePreSupplyArrement,,,2016,,,
BF2015,The mystery of the locket,,free, n/a ,,2015,,,
BF2015B,Superheroes Save the Day,,free, n/a ,,2015,https://www.amazon.co.uk/gp/product/1514799502/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i7,"So it is a bright day and a school is going to a zoo to look at the gorillas and lions. But what they see is not that. They face a fierce enemy who plans on doing something horrific. It could result in the end of life as we know it it, if the children don’t come together to stop this fierce foe. Can they defeat the super villain in time to protect everyone and everything…? The whole world rests in the balance of just three children, can they save the world...?!",
CA2015,Lurking in the Dark,,KeelePreSupplyArrement,,,2015,,,
chiefslashdragon,The breakout Zone,2015,KeelePreSupplyArrement,,,2015,,,
EG2015,The Epic War,,internal,,,2015,,,
GC2015,Glenburn Sports College - Memories,,internal,,,2015,https://www.amazon.co.uk/gp/product/151434131X/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i11,"On the dark hills around the Skelmersdale Beacon lurks a creature. It preys on the unsuspecting, stealing their memories in it’s search for answers. But it’s taken one memory too many. When a teenager dies while out on the Beacon at night, his friends vow to take their revenge. But there’s more to this monster than what meets the eye. Can the friends unravel the secrets of the creature and the mysterious PezCorp before someone else dies?",
Ghost2015,The Adventures of Dash and Webwoman,,KeelePreSupplyArrement,,,2015,https://www.amazon.co.uk/gp/product/1514817276/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i3,Normal children by day but when there’s crime they’re superheroes! There are villains to defeat and a mysterious egg to rescue. Why is everyone after the egg?,
GN2015,Revenge: It gets you nowhere,,internal,,,2015,https://www.amazon.co.uk/gp/product/151481708X/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i4,"Revenge is taken by many, but who is at fault? Sky goes on her mission to resolve what has been a mystery for the past 18 years. Is it destiny which messed up their lives or was it someone else? When a mysterious person rushes up to Kyle and tells him the truth about his life, his life is turned upside down. Alex tries to solve these mysteries with the help of his unknown right hand. Somewhat quiet, somewhat mysterious, somewhat… riddled. Questions will be asked, mysteries will be solved, crimes will be committed. It’s all going to happen. Will revenge be taken? Will the truth be revealed? Questions will always remain… Find out what happens in this awesome crime-thriller ‘Revenge: it gets you nowhere’.",
greendragon,The Unfortunate Disease,2015,KeelePreSupplyArrement,,,2015,,,
HW2015A,The Island,,internal,,,2015,,,
HW2015B,The Crystal Creature,,internal,,,2015,,,
IAMS2015,Parasomnia,,internal,,,2015,,,
JB2015,Super 11 vs Robot,,KeelePreSupplyArrement,,,2015,https://www.amazon.co.uk/gp/product/151944933X/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i0,"10 normal students in middle school and one 3 year old in nursery. They all have their different groups like the popular girls, the gymnasts and the clumsy guy. They hate each other. They have to come together to bring back the parents who have mysteriously disappeared; it is pretty hard with a robot in the way! All of them have special abilities; they just have to know how to use them in a good way. Time is running out- can they bring the adults back or will they grow up without them… Could you bring them back if you were here? Read this story of exciting adventures and see if they can bring them back!",
KH2015,Spies lies and discuses,,internal,,,2015,,,
KU2015,Walking Through the Ashes,,KeelePreSupplyArrement,,,2015,https://www.amazon.co.uk/gp/product/1514208156/ref=dbs_a_def_rwt_hsch_vapi_tu00_p3_i0,"The air is filled with ash, the heat is stifling, and society is falling apart. In the grey and lawless south-west United States Dylan Gallie, a little boy in a small Texas town, struggles to survive with his asthmatic mother. While further north his older sister, Tamie, fights to get back to her family at the same time that Lily Gomez, Tamie’s neighbour and long-time friend, struggles to return to her own home. The chaos and destruction of the new world threatens not just their lives, but their humanity and their hope, as they fight to reunite with their loved ones.",
LA2015,The Games: The Fight for Freedom,,internal,,,2015,https://www.amazon.co.uk/gp/product/151464584X/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i8,"Dear Contestants, If you want to survive The Game, you will have to endure a world of mad scientists, crazed monsters and serial killers with split personalities. The world is brutal. The people are insane, and the monsters are cruel. But in a world where a brutal dictator reigns over everyone; except a mad scientist with morals that might be even sketchier than the power-crazed ruler. Whose side will our heroes take in a world in which what was right died when the wall went up. Or will they perish with the rest? So. Do you want to play?",
OL2015,Who Ruined Christmas?,,KeelePreSupplyArrement,,,2015,,,
QA2015,Beyond the Mind,,internal,,,2015,https://www.amazon.co.uk/gp/product/1507773064/ref=dbs_a_def_rwt_hsch_vapi_tu00_p3_i6,"When Gregg, Louis and Peter are struck down by mental ill-health, everything changes. But for one of the boys, his condition may not be quite what it seems...",
QE2015,Inferos: The New Race,,Internal,,,2015,https://www.amazon.co.uk/gp/product/1514635984/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i6,"After two hundred years the human population has evolved. A new species has come through who are unbreakable. A normal day for sixth formers Evangeline, Tyler, Blythe and Michael soon turns their lives upside down. News reporter Evangeline and her cameraman brother begin to uncover that what seemed like a terrorist attack is actually a plot of something far more sinister. What could it be? There are deaths, love triangles, betrayals and more which change life as they know it. Is Eva making a mistake uncovering a secret which has been protected by this new violent race for so long? How far will she go and will the truth ever come to the surface? There is only one way to find out…",
RP2015,Secrets in the leaves,,internal,,,2015,,,
SM2015,The Adventure of the Four Friends,,KeelePreSupplyArrement,,,2015,https://www.amazon.co.uk/gp/product/1514888858/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i2,"When Lucy leaves England for New York, she feels happy for her mother but sad because she is not going to see her best friend, Chloe, all the time. She goes to this new school called St. Ravens. Cara, Cerise and Gracie ask to be her friends but she ignores them and walks away. At lunch time, Lucy gets tricked by the three evil cats, Forax, Borax and Torax, and she decides to work with the girls to try and make the cats and headmistress good. Will they be able to make the cats and headmistress good?… Find out in the story.",
TM2015A1,In My Words,,internal,,,2015,https://www.amazon.co.uk/gp/product/1511726970/ref=dbs_a_def_rwt_hsch_vapi_tu00_p3_i4,A wonderful month in an exciting writing camp turns for the worse after a string of mysterious events. A group of friends must solve the mystery. But will they be successful? Or will anarchy reign supreme? Read this book to find out the answer to all these questions and more…,
TM2015A2,Watch us,,internal,,,2015,https://www.amazon.co.uk/gp/product/1511558776/ref=dbs_a_def_rwt_hsch_vapi_tu00_p3_i5,"There is drama at Camp Rushcliffe, and just when it seems like everything is perfect it turns out ‘everything’ is not. Disappearance. Murder. Truth and Lies. Killing is the input, blood is the outcome. Drama becomes reality. All dreams turns to nightmares. Will there be any happy endings?",
TM2015A3,The Last Note,,internal,,,2015,,,
TM2015B1,Drowning in Drugs,,internal,,,2015,https://www.amazon.co.uk/gp/product/1511941952/ref=dbs_a_def_rwt_hsch_vapi_tu00_p3_i2,,
TM2015B2,Dashing with Drugs,,internal,,,2015,https://www.amazon.co.uk/gp/product/1511941537/ref=dbs_a_def_rwt_hsch_vapi_tu00_p3_i3,,
TM2015B3,Dancing with Drugs,,internal,,,2015,,,
TS2015,Notification,,internal,,,2015,https://www.amazon.co.uk/gp/product/1514816938/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i5,"Rebecca has been taken away from her family by a notorious criminal that escaped prison years ago with an old running buddy who soon left him for a different life. When the family realise that their daughter has been taken they meet some old friends that they never really buried the hatchet with. Her mother gives up secrets to Rebecca, leading her to find out things that should not be revealed but that take them into a whole different world.",
WA2015,Sound of Madness,,internal,,,2015,https://www.amazon.co.uk/gp/product/1514249561/ref=dbs_a_def_rwt_hsch_vapi_tu00_p3_i1,They lived a happy life and then something bad happened. What if it was something so bad that they wanted to kill themselves...each other? Brother and sister. Homeless. Heartless. And your parents want to kill you. Would you run or hide?,
Water2015,The Portal Awakens,,KeelePreSupplyArrement,,,2015,https://www.amazon.co.uk/gp/product/151462091X/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i9,"As a consequence of a perilous dare, three eleven year old children went into the neglected storeroom (not aware of the dangers)...where a portal awoke! They thought they had hit a dead end, but found it was just the beginning of their journey... Ebony black was all they saw as they got sucked into the portal and ended up at an anonymous, bewitched land full of surprises. William, Jayde and Lewis face a strenuous realm of challenges. The secret to escape is to work as a team, can they get along? They have to find a way out. Will they escape?",
Will2015,A Twist in Time,,KeelePreSupplyArrement,,,2015,https://www.amazon.co.uk/gp/product/1514350556/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i10,"They were pursued. Hunted. Their advance was imminent. They had gone so far, that they could not afford to be held captive now. Paris. The Eiffel Tower. They needed to get there, and quick. Otherwise, they would be doomed for eternity… Johni Stein, an exceptionally talented 12 year old, is a student of a government academy for young scientists. At AFESTY (Academy For Exceptionally Scientifically Talented Youth) HQ, he receives a scruffily written letter, from a man called Andrew Shepardson. Shepardson had allegedly created a time travel device with limitless possibilities. He is sent to prove the validity of these lunatic claims, but an accident nearly results in his demise…",
WM2015,The Nightmare on Dark Woods,,KeelePreSupplyArrement,,,2015,https://www.amazon.co.uk/gp/product/1519387369/ref=dbs_a_def_rwt_hsch_vapi_tu00_p2_i1,"A street with its darkest tale yet. Four curious kids: John, Tom, Axel, Buster see a dodgy man with his suspicious looking dog move into the house next door. When curiosity drives the kids into the house … everything changes. They encounter horrors they never imagined and are terrified in so many ways. So brace yourself for a haunting trip that will make you quiver in your covers.",
CC2014,Behind the screen,,internal,,,2014,,,
GC2014,Perfect Nightmare,,internal,,,2014,,,
HF2013,Behind the Lies,2013,internal,,,2013,,,
SA2013,Loading,2013,internal,,,2013,,,
SC2013,Experimortal,2013,internal,,,2013,,,
SC2012,A web of lies,2012,internal,,,2012,,,
WA2012,Deception of Success,2012,internal,,,2012,https://www.amazon.co.uk/gp/product/1470000245/ref=dbs_a_def_rwt_hsch_vapi_tu00_p3_i7,"“My senses heighten. Every snapping twig sends jolts through my spine... I can no longer tell up from down.” The end has brought a new beginning, when young teens try desperately to ‘fit’ into the adult world - only to get lost in a tangle of corporate mess. Darren is a seventeen year old boy who has constantly tried to please his father. Though that seems to be impossible, he believes his plan to create a group business with his friends will be the final solution. Blinded by greed, the four friends struggle to get their business noticed. Fencing and betrayal follow. Playing a dangerous game of Cludo, who will win and who will be hurt along the way? What happens next...? Bloody chases, lies, treachery, death and pain. What more could you ask for? A crime-thriller with a twist!",
Beaverwood,Roadkill casserole,2011,internal,,,2011,,,
WA2011,Playing with controversy,2011,internal,,,2011,,,
RHUL2009,The Shadow Hours,2009,internal,,,2009,,,
RHUL2009B,The Delivery,2009,internal,,,2009,,,
,The Compass With The Two Halves,,,,,2019,https://www.amazon.co.uk/Compass-Two-Halves-T-M-Cooks/dp/1725127229/ref=sr_1_39?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-39&text=T.M.+Cooks,,
SYP2000,The possessed ,,KeelePreSupplyArrement,,,,,,
,Unseed,,,,,,,,
